iter,objective,truck,lateness,energy,drone_bonus,peak_kW,energy_kWh
1,10.8928079275961,0,0,12.3928079275961,-1.5,3,30.9820198189902
2,31128.4758567129,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
3,62020.3933785575,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
4,88211.4923758886,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
5,117539.791022912,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
6,154707.577363366,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
7,185612.103442768,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
8,231494.387328813,307.87795224268,0,6.60778893736535,-1,3,16.5194723434134
9,247394.761348175,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
10,258000.114059486,354.710810994121,0,5.72780069764132,-0.85,3,14.3195017441033
11,293493.77767124,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
12,315282.943116607,354.710810994121,0,5.72780069764132,-0.85,3,14.3195017441033
13,370980.862575193,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
14,401873.401322857,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
15,410797.940697155,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
16,463664.857312729,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
17,469462.009945405,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
18,540111.048487845,321.54997940758,0,6.35089189031226,-0.95,3,15.8772297257807
19,556352.972654266,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
20,544398.324945319,354.710810994121,0,5.72780069764132,-0.85,3,14.3195017441033
21,586754.185236028,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
22,649040.156639075,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
23,645401.797904081,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
24,710831.612628947,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
25,704065.593763861,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
26,772630.314120738,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
27,803526.042115674,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
28,792035.190933747,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
29,925312.225752176,307.87795224268,0,6.60778893736535,-1,3,16.5194723434134
30,896209.169845837,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
31,927101.708593501,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
32,868420.821689057,361.457602830132,0,5.60102864848954,-0.8,3,14.0025716212238
33,1057468.00449948,307.87795224268,0,6.60778893736535,-1,3,16.5194723434134
34,968000.58179799,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
35,1050687.57655078,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
36,1081586.49379299,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
37,1110445.32133174,331.325895472959,0,6.16720267296765,-0.9,3,15.4180066824191
38,1085299.83407371,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
39,1174270.72180026,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
40,1143947.68001149,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
41,1173274.34199379,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
42,1202607.20223187,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
43,1231926.15052183,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
44,1231726.89602522,354.710810994121,0,5.72780069764132,-0.85,3,14.3195017441033
45,1260377.72320199,354.710810994121,0,5.72780069764132,-0.85,3,14.3195017441033
46,1319905.204148,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
47,1349229.96530684,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
48,1452329.08450742,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
49,1407891.25789808,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
50,1619130.14103671,307.87795224268,0,6.60778893736535,-1,3,16.5194723434134
51,1545016.26849223,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
52,1575914.25437771,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
53,1525199.47717864,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
54,1518120.59592526,354.710810994121,0,5.72780069764132,-0.85,3,14.3195017441033
55,1784324.78760967,307.87795224268,0,6.60778893736535,-1,3,16.5194723434134
56,1699493.97711018,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
57,1727125.53712967,331.332453887558,0,6.16707944052207,-0.9,3,15.4176986013052
58,1632669.75561284,354.710810994121,0,5.72780069764132,-0.85,3,14.3195017441033
59,1661319.22215091,354.710810994121,0,5.72780069764132,-0.85,3,14.3195017441033
60,1689959.47693608,354.710810994121,0,5.72780069764132,-0.85,3,14.3195017441033
61,1982558.45573063,307.87795224268,0,6.60778893736535,-1,3,16.5194723434134
62,1789124.73536802,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
63,1775864.77305387,354.710810994121,0,5.72780069764132,-0.85,3,14.3195017441033
64,1724820.56187431,368.197836251545,0,5.47437983178334,-0.75,3,13.6859495794584
65,1833150.12799155,354.710810994121,0,5.72780069764132,-0.85,3,14.3195017441033
66,2008454.44630682,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
67,2039347.91641121,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
68,2020289.4846305,338.645260556896,0,6.02967198686763,-0.85,3,15.0741799671691
69,2101142.32837862,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
70,2132034.16903929,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
71,2053062.36828477,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
72,2033615.80444773,354.710810994121,0,5.72780069764132,-0.85,3,14.3195017441033
73,2111715.30469684,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
74,2255618.01237576,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
75,2170359.45472915,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
76,2478143.37449099,307.87795224268,0,6.60778893736535,-1,3,16.5194723434134
77,2229011.1880012,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
78,2379203.80347187,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
79,2410102.81346023,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
80,2317002.67660396,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
81,2291371.98534376,354.710810994121,0,5.72780069764132,-0.85,3,14.3195017441033
82,2502783.83633526,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
83,2533679.56433019,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
84,2564574.3609684,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
85,2595471.02032006,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
86,2808532.0729013,307.87795224268,0,6.60778893736535,-1,3,16.5194723434134
87,2657261.54495321,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
88,2865283.25415532,309.031285317707,0,6.58611783785177,-0.95,3,16.4652945946294
89,2580927.83579295,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
90,2749949.66029475,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
91,2639575.75859191,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
92,3006765.74102226,307.87795224268,0,6.60778893736535,-1,3,16.5194723434134
93,2698232.30894977,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
94,2727563.50825424,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
95,2904428.30026943,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
96,2786213.38719675,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
97,2815532.35137169,347.398004324783,0,5.86520815129575,-0.9,3,14.6630203782394
98,2997114.55289751,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
99,3028011.21224918,330.690294515916,0,6.17914559898726,-0.95,3,15.4478639974681
100,2835508.59527298,354.710810994121,0,5.72780069764132,-0.85,3,14.3195017441033
